"X","Y","clc_quartier","clc_secteur","haut_tot","haut_tronc","tronc_diam","fk_arb_etat","fk_stadedev","fk_port","fk_pied","fk_situation","fk_revetement","commentaire_environnement","dte_plantation","age_estim","fk_prec_estim","clc_nbr_diag","dte_abattage","fk_nomtech","villeca","feuillage","remarquable","src_geo"
1718569.7866,8293562.9273,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",4,2,22,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718570.2493,8293555.1338,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",4,2,25,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718573.6398,8293548.33,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",4,2,22,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718579.0203,8293543.9438,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",5,2,26,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718585.7665,8293540.4925,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",5,2,25,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718545.4664,8293023.7725,"Quartier Saint-Martin - Oëstres","Rue Gabriel Voisin",7,2,100,"EN PLACE","adulte","semi libre","fosse arbre","Alignement",NA,"RAS",NA,50,10,0,NA,"ULMRES","VILLE","Feuillu",FALSE,"Orthophoto"
1718594.4409,8293538.0466,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",5,2,22,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718601.8112,8293533.6417,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",5,2,25,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718609.7545,8293527.1872,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,120,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718612.9436,8293519.6298,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,80,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718616.2684,8293511.8932,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,130,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718619.8026,8293503.5181,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",5,2,70,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718622.9183,8293495.9215,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",7,2,130,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718625.8247,8293489.0342,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,130,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718629.8705,8293479.7182,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,110,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718632.8044,8293472.7656,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,115,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718636.0957,8293464.3317,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,125,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718639.0785,8293457.263,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,130,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718642.1376,8293450.4953,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,120,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718645.4911,8293442.7316,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,80,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718648.6443,8293435.5189,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,80,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718651.8934,8293427.6009,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",7,2,120,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718654.8305,8293420.1131,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,110,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718657.718,8293412.8355,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,115,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718660.6358,8293405.7248,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,120,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718664.4208,8293396.8086,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",7,2,120,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718667.2898,8293389.8168,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",7,2,115,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718670.3147,8293382.4447,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",7,2,110,"EN PLACE","adulte","semi libre","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718768.3032,8293246.8644,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,90,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718784.1625,8293237.1674,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",5,2,100,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718792.9333,8293231.7826,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",5,2,90,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718801.0702,8293226.787,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,95,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718809.3766,8293221.6873,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,95,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718818.38,8293216.1596,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,90,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718826.7739,8293210.4646,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,105,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718836.1322,8293204.7191,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,100,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718882.6107,8293176.5949,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,105,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718892.0943,8293170.7724,"Quartier Saint-Martin - Oëstres","Avenue du Cimetière de La Tombelle",6,2,110,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1718959.5081,8293253.1094,"Quartier Saint-Martin - Oëstres","Rue du Général Raymond Appert",11,1,130,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,10,0,NA,"ROBPSE","VILLE","Feuillu",FALSE,"Orthophoto"
1718960.6157,8293255.752,"Quartier Saint-Martin - Oëstres","Rue du Général Raymond Appert",9,2,50,"EN PLACE","jeune","semi libre","gazon","Groupe","Non","RAS",NA,20,5,0,NA,"ROBPSE","VILLE","Feuillu",FALSE,"Orthophoto"
1719044.9141,8293378.2658,"Quartier Saint-Martin - Oëstres","Rue d'Amiens prolongée",5,2,50,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,20,5,0,NA,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1719034.9445,8293371.0372,"Quartier Saint-Martin - Oëstres","Rue d'Amiens prolongée",5,2,45,"SUPPRIMÉ","jeune","semi libre","gazon","Alignement","Non","RAS",NA,20,5,0,2015-10-01,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1719023.895,8293364.2537,"Quartier Saint-Martin - Oëstres","Rue d'Amiens prolongée",5,2,40,"SUPPRIMÉ","jeune","semi libre","gazon","Alignement","Non","RAS",NA,20,5,0,2015-10-01,"PRUCERpis","VILLE","Feuillu",FALSE,"Orthophoto"
1719015.8739,8293354.1247,"Quartier Saint-Martin - Oëstres","Rue d'Amiens prolongée",6,2,55,"EN PLACE","jeune","semi libre","gazon","Isolé","Non","RAS",NA,20,5,0,NA,"ACEPLA","VILLE","Feuillu",FALSE,"Orthophoto"
1719004.571,8293340.1627,"Quartier Saint-Martin - Oëstres","Rue d'Amiens prolongée",7,2,60,"EN PLACE","jeune","semi libre","gazon","Isolé","Non","RAS",NA,20,5,0,NA,"ACEPLA","VILLE","Feuillu",FALSE,"Orthophoto"
1718603.639,8293018.8031,"Quartier Saint-Martin - Oëstres","Rue Henri Farman",13,3,250,"EN PLACE","adulte","semi libre","gazon","Isolé","Non","RAS",NA,50,10,0,NA,"SALBAB","VILLE","Feuillu",FALSE,"Orthophoto"
1718538.7214,8293021.0729,"Quartier Saint-Martin - Oëstres","Rue Gabriel Voisin",8,2,105,"EN PLACE","adulte","semi libre","fosse arbre","Alignement",NA,"RAS",NA,50,10,0,NA,"ULMRES","VILLE","Feuillu",FALSE,"Orthophoto"
1718531.1653,8293018.0487,"Quartier Saint-Martin - Oëstres","Rue Gabriel Voisin",8,3,90,"EN PLACE","adulte","semi libre","fosse arbre","Alignement",NA,"RAS",NA,50,10,0,NA,"ULMRES","VILLE","Feuillu",FALSE,"Orthophoto"
1718523.6493,8293015.0407,"Quartier Saint-Martin - Oëstres","Rue Gabriel Voisin",8,3,75,"EN PLACE","adulte","semi libre","fosse arbre","Alignement",NA,"RAS",NA,50,10,0,NA,"ULMRES","VILLE","Feuillu",FALSE,"Orthophoto"
1718515.9044,8293011.941,"Quartier Saint-Martin - Oëstres","Rue Gabriel Voisin",7,2,85,"EN PLACE","adulte","semi libre","fosse arbre","Alignement",NA,"RAS",NA,50,10,0,NA,"ULMRES","VILLE","Feuillu",FALSE,"Orthophoto"
1718509.5267,8293009.3884,"Quartier Saint-Martin - Oëstres","Rue Gabriel Voisin",8,3,90,"EN PLACE","adulte","semi libre","fosse arbre","Alignement",NA,"RAS",NA,50,10,0,NA,"ULMRES","VILLE","Feuillu",FALSE,"Orthophoto"
1718503.0441,8293006.7939,"Quartier Saint-Martin - Oëstres","Rue Gabriel Voisin",8,2,110,"EN PLACE","adulte","semi libre","fosse arbre","Alignement",NA,"RAS",NA,50,10,0,NA,"ULMRES","VILLE","Feuillu",FALSE,"Orthophoto"
1718495.5001,8293003.7746,"Quartier Saint-Martin - Oëstres","Rue Gabriel Voisin",8,3,90,"EN PLACE","adulte","semi libre","fosse arbre","Alignement",NA,"RAS",NA,50,10,0,NA,"ULMRES","VILLE","Feuillu",FALSE,"Orthophoto"
1718600.7855,8292927.7322,"Quartier Saint-Martin - Oëstres","Rue Hélène Boucher",5,3,35,"EN PLACE","jeune","semi libre","gazon","Isolé","Non","RAS",NA,15,5,0,NA,"PAUTOM","VILLE","Feuillu",FALSE,"Orthophoto"
1719120.3958,8296099.3139,"Quartier du Vermandois","Rue de Lille",13,3,170,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,10,0,NA,"PINNIGnig","VILLE","Conifère",FALSE,"Orthophoto"
1719113.5167,8296095.0308,"Quartier du Vermandois","Rue de Lille",10,2,140,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,10,0,NA,"PINNIGnig","VILLE","Conifère",FALSE,"Orthophoto"
1719109.1685,8296091.372,"Quartier du Vermandois","Rue de Lille",13,3,155,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,10,0,NA,"PINNIGnig","VILLE","Conifère",FALSE,"Orthophoto"
1719098.763,8296087.8434,"Quartier du Vermandois","Rue de Lille",10,2,175,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,10,0,NA,"PINNIGnig","VILLE","Conifère",FALSE,"Orthophoto"
1719071.0897,8296260.8385,"Quartier du Vermandois","Rue de Tourcoing",12,3,155,"EN PLACE","adulte","semi libre","gazon","Isolé","Non","RAS",NA,50,10,0,NA,"PINNIGnig","VILLE","Conifère",FALSE,"Orthophoto"
1718967.0783,8295634.7905,"Quartier du Vermandois","Rue Salvador Allende",12,1,160,"Essouché","adulte","semi libre","gazon","Groupe","Non","RAS",2017-11-30,50,10,0,NA,"LIQSTY","VILLE","Feuillu",FALSE,"Orthophoto"
1718976.3982,8295627.7083,"Quartier du Vermandois","Rue Salvador Allende",10,3,145,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,10,0,NA,"PINNIGnig","VILLE","Conifère",FALSE,"Orthophoto"
1718981.7135,8295619.454,"Quartier du Vermandois","Rue Salvador Allende",10,3,95,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,20,5,0,NA,"LIQSTY","VILLE","Feuillu",FALSE,"Orthophoto"
1718977.8866,8295610.7167,"Quartier du Vermandois","Rue Salvador Allende",9,2,110,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,10,0,NA,"PINNIGnig","VILLE","Conifère",FALSE,"Orthophoto"
1718967.1831,8295622.4377,"Quartier du Vermandois","Rue Salvador Allende",12,3,59,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,10,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1718968.2326,8295625.5357,"Quartier du Vermandois","Rue Salvador Allende",12,3,90,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,10,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1718964.0044,8295625.6229,"Quartier du Vermandois","Rue Salvador Allende",10,4,70,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,10,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1718958.8328,8295628.6079,"Quartier du Vermandois","Rue Salvador Allende",12,3,120,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,10,0,NA,"PICABI","VILLE","Conifère",FALSE,"Orthophoto"
1718956.6902,8295622.0738,"Quartier du Vermandois","Rue Salvador Allende",10,3,78,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,20,5,0,NA,"LIQSTY","VILLE","Feuillu",FALSE,"Orthophoto"
1719469.0256,8295479.1296,"Quartier du Vermandois","Rue d'Artois Terrain de jeu",9,3,60,"EN PLACE","jeune","semi libre","gazon","Isolé","Non","RAS",NA,15,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719471.7451,8295485.0006,"Quartier du Vermandois","Rue d'Artois Terrain de jeu",9,3,50,"EN PLACE","jeune","semi libre","gazon","Isolé","Non","RAS",NA,15,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719432.6466,8295468.7394,"Quartier du Vermandois","Rue d'Artois Terrain de jeu",7,3,55,"EN PLACE","jeune","semi libre","gazon","Isolé","Non","RAS",NA,15,5,0,NA,"LIRTUL","VILLE","Feuillu",FALSE,"Orthophoto"
1719445.2155,8295461.8962,"Quartier du Vermandois","Rue d'Artois Terrain de jeu",8,2,70,"EN PLACE","jeune","semi libre","gazon","Isolé","Non","RAS",NA,15,5,0,NA,"ACEPSE","VILLE","Feuillu",FALSE,"Orthophoto"
1719594.4003,8295781.0406,"Quartier du Vermandois","Parking Ecole Ferdinand Buisson",7,2,162,"REMPLACÉ","adulte","semi libre","gazon","Isolé","Non","RAS",NA,50,10,0,2019-11-30,"PRUSER","VILLE","Feuillu",FALSE,"Orthophoto"
1719603.3644,8295768.289,"Quartier du Vermandois","Parking Ecole Ferdinand Buisson",7,2,89,"EN PLACE","adulte","semi libre","gazon","Isolé","Non","RAS",NA,20,5,0,NA,"PRUSER","VILLE","Feuillu",FALSE,"Orthophoto"
1719614.8571,8295773.2788,"Quartier du Vermandois","Parking Ecole Ferdinand Buisson",6,2,28,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"FRAEXC","VILLE","Feuillu",FALSE,"Orthophoto"
1719621.3151,8295775.7187,"Quartier du Vermandois","Parking Ecole Ferdinand Buisson",6,2,28,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"FRAEXC","VILLE","Feuillu",FALSE,"Orthophoto"
1719621.1769,8295762.4948,"Quartier du Vermandois","Parking Ecole Ferdinand Buisson",6,2,25,"EN PLACE","jeune","semi libre","gazon","Isolé","Non","RAS",NA,15,5,0,NA,"FRAEXC","VILLE","Feuillu",FALSE,"Orthophoto"
1719629.0601,8295755.8113,"Quartier du Vermandois","Parking Ecole Ferdinand Buisson",5,2,22,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"ULMRES","VILLE","Feuillu",FALSE,"Orthophoto"
1719630.3996,8295760.3288,"Quartier du Vermandois","Parking Ecole Ferdinand Buisson",5,2,20,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"ULMRES","VILLE","Feuillu",FALSE,"Orthophoto"
1719630.1811,8295765.347,"Quartier du Vermandois","Parking Ecole Ferdinand Buisson",5,2,22,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"ULMRES","VILLE","Feuillu",FALSE,"Orthophoto"
1719737.7982,8295262.6592,"Quartier du Vermandois","Rue de Champagne",6,3,40,"EN PLACE","jeune","semi libre","fosse arbre","Isolé",NA,"RAS",NA,15,5,0,NA,"CORCOL","VILLE","Feuillu",FALSE,"Orthophoto"
1719742.3449,8295275.3519,"Quartier du Vermandois","Rue de Champagne",6,3,40,"EN PLACE","jeune","semi libre","fosse arbre","Isolé",NA,"RAS",NA,15,5,0,NA,"CORCOL","VILLE","Feuillu",FALSE,"Orthophoto"
1719745.5645,8295284.7656,"Quartier du Vermandois","Rue de Champagne",6,3,30,"EN PLACE","jeune","semi libre","fosse arbre","Isolé",NA,"RAS",NA,15,5,0,NA,"CORCOL","VILLE","Feuillu",FALSE,"Orthophoto"
1719748.0783,8295291.8123,"Quartier du Vermandois","Rue de Champagne",6,3,30,"EN PLACE","jeune","semi libre","fosse arbre","Isolé",NA,"RAS",NA,15,5,0,NA,"CORCOL","VILLE","Feuillu",FALSE,"Orthophoto"
1719750.8474,8295300.1985,"Quartier du Vermandois","Rue de Champagne",6,3,35,"EN PLACE","jeune","semi libre","fosse arbre","Isolé",NA,"RAS",NA,15,5,0,NA,"CORCOL","VILLE","Feuillu",FALSE,"Orthophoto"
1719753.7066,8295308.5693,"Quartier du Vermandois","Rue de Champagne",6,3,40,"EN PLACE","jeune","semi libre","fosse arbre","Isolé",NA,"RAS",NA,15,5,0,NA,"CORCOL","VILLE","Feuillu",FALSE,"Orthophoto"
1719757.8177,8295320.8017,"Quartier du Vermandois","Rue de Champagne",6,3,50,"EN PLACE","jeune","semi libre","fosse arbre","Isolé",NA,"RAS",NA,15,5,0,NA,"CORCOL","VILLE","Feuillu",FALSE,"Orthophoto"
1719760.9363,8295330.2476,"Quartier du Vermandois","Rue de Champagne",6,3,40,"Essouché","jeune","semi libre","fosse arbre","Isolé",NA,"RAS",NA,15,5,0,2012-07-01,"CORCOL","VILLE","Feuillu",FALSE,"Orthophoto"
1719744.8702,8294145.6602,"Quartier Saint-Martin - Oëstres","Rue Pontoile",8,4,100,"EN PLACE","adulte","semi libre","Bande de terre","Isolé","Non","RAS",NA,20,5,0,NA,"PINNIGnig","VILLE","Conifère",FALSE,"Orthophoto"
1719760.0227,8294135.5236,"Quartier Saint-Martin - Oëstres","Rue Pontoile",8,4,120,"EN PLACE","adulte","semi libre","Bande de terre","Isolé","Non","RAS",NA,20,5,0,NA,"PINNIGnig","VILLE","Conifère",FALSE,"Orthophoto"
1719751.9475,8294169.7276,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",7,2,75,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719748.4526,8294173.0063,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",9,2,75,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719745.08,8294176.2622,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,2,60,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719741.3714,8294179.6492,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,2,75,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719737.1296,8294183.6284,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,2,55,"EN PLACE","adulte","semi libre","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719733.4733,8294187.0584,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,2,65,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719729.8283,8294190.4778,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,3,85,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719725.592,8294194.4517,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,3,70,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719721.9246,8294197.8923,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,2,70,"EN PLACE","adulte","cépée","Bande de terre","Alignement","Non","Cépée de 2 brins : 115 et 60 cm de circonférence",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719718.1745,8294201.2765,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,3,70,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719714.7766,8294204.5112,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,3,80,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719710.877,8294208.2559,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,3,65,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719707.3071,8294211.6049,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,2,75,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719703.7642,8294214.832,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,2,65,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
1719700.2575,8294218.1217,"Quartier Saint-Martin - Oëstres","Rue Alexandre Dumas",8,1,60,"EN PLACE","adulte","étêté","Bande de terre","Alignement","Non","RAS",NA,20,5,0,NA,"BETPEN","VILLE","Feuillu",FALSE,"Orthophoto"
