"X","Y","clc_quartier","clc_secteur","haut_tot","haut_tronc","tronc_diam","fk_arb_etat","fk_stadedev","fk_port","fk_pied","fk_situation","fk_revetement","commentaire_environnement","dte_plantation","age_estim","fk_prec_estim","clc_nbr_diag","dte_abattage","fk_nomtech","villeca","feuillage","remarquable","src_geo"
1721095.6459,8293514.7374,"Quartier du Centre-Ville","Quai Gayant",6,2,37,"EN PLACE","jeune","semi libre","gazon","Alignement","Non","RAS",NA,15,5,0,NA,"QUERUB","VILLE","Feuillu",FALSE,"Orthophoto"
1719656.9537,8295835.0154,"Quartier du Vermandois","Stade Cepy",13,1,160,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,10,0,NA,"PINNIGnig","VILLE","Conifère",FALSE,"Orthophoto"
1720792.1279,8293959.9257,"Quartier du Centre-Ville","Rue Villebois Mareuil",12,3,116,"REMPLACÉ","adulte","semi libre","gazon","Alignement","Non","RAS",NA,30,10,0,2016-12-31,"ACEPSE","VILLE","Feuillu",FALSE,"Orthophoto"
1721742.4894,8295883.9685,"Quartier de l'Europe","Square des Marronniers",16,3,150,"EN PLACE","adulte","semi libre","gazon","Groupe","Non","RAS",NA,50,2,0,NA,"ACEPLA","VILLE","Feuillu",FALSE,"Orthophoto"
1721863.3578,8295513.886,"Quartier de l'Europe","Avenue Buffon",5,2,170,"Essouché","adulte","réduit","gazon","Isolé","Non","RAS",NA,40,2,0,2018-04-30,"SALBAB","VILLE","Feuillu",FALSE,"Orthophoto"
1721969.4043,8295790.3804,"Quartier de l'Europe","Rue Laplace",8,3,103,"EN PLACE","adulte","réduit relâché","fosse arbre","Alignement","Oui","RAS",NA,30,10,0,NA,"ACEPLA","VILLE","Feuillu",FALSE,"Orthophoto"
1719514.2003,8293219.3241,"Quartier Saint-Martin - Oëstres","Rue de Paris",6,3,100,"EN PLACE","adulte","réduit","gazon","Alignement","Non","RAS",NA,50,10,1,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719488.0907,8293202.5464,"Quartier Saint-Martin - Oëstres","Rue de Paris",8,2,85,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,1,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719476.0006,8293194.2108,"Quartier Saint-Martin - Oëstres","Rue de Paris",8,4,105,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719462.3504,8293184.9752,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,4,135,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719449.573,8293176.4543,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,4,121,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719423.3568,8293159.6235,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,107,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719408.6083,8293148.8539,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,5,125,"EN PLACE","adulte","réduit relâché","fosse arbre","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719395.8308,8293140.5182,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,4,92,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,1,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719369.6546,8293122.021,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,5,150,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,1,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719356.6919,8293113.355,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,4,115,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,1,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719342.4597,8293102.1619,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,4,89,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719328.5711,8293093.4557,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,110,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719315.0264,8293084.4184,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,5,115,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719303.36,8293076.0571,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,5,103,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719289.2598,8293066.2393,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,5,145,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,3,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719269.6837,8293051.8441,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,5,135,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719246.1394,8293035.3315,"Quartier Saint-Martin - Oëstres","Rue de Paris",7,4,115,"EN PLACE","adulte","réduit","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,1,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719233.8917,8293026.5995,"Quartier Saint-Martin - Oëstres","Rue de Paris",7,4,137,"EN PLACE","adulte","réduit","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,1,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719196.5378,8293000.8517,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,7,165,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,3,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719145.7456,8292965.0223,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,8,140,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719133.5237,8292956.3164,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,5,140,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1719024.9804,8292878.7828,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,4,160,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718998.7113,8292861.3443,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,4,140,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718985.9338,8292851.8974,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,4,160,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718972.7598,8292841.7101,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,5,163,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718948.4483,8292824.4302,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,4,139,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718909.1109,8292797.8621,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,4,165,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718846.1499,8292753.6708,"Quartier Saint-Martin - Oëstres","Rue de Paris",11,4,140,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718807.0011,8292726.3129,"Quartier Saint-Martin - Oëstres","Rue de Paris",11,3,142,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718791.6312,8292715.199,"Quartier Saint-Martin - Oëstres","Rue de Paris",11,4,140,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718692.422,8292643.6687,"Quartier Saint-Martin - Oëstres","Rue de Paris",11,4,160,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718679.5121,8292634.6451,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,5,110,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718665.8574,8292624.3304,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,125,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718655.6001,8292616.8733,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,138,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718627.7888,8292597.622,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,3,125,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718608.5959,8292583.6598,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,115,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718598.2329,8292575.7796,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,150,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718580.5206,8292562.3462,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,150,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718387.2803,8292442.6978,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,3,130,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718374.9261,8292435.3515,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,3,150,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718352.6862,8292422.5828,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,130,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718343.4278,8292417.8063,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,160,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718320.151,8292403.9029,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,3,110,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718312.1666,8292399.3187,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,110,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718292.1835,8292387.8455,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,145,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718279.9132,8292380.8007,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,105,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718272.1772,8292376.3591,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,120,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718261.662,8292370.3218,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,140,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718252.2848,8292364.9381,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,140,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718241.5991,8292358.6425,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,3,115,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718231.5998,8292353.062,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,110,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718221.2526,8292347.1212,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,140,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718209.5038,8292340.3757,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,135,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718196.1415,8292332.7039,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,130,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718161.7195,8292312.3771,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,140,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718139.8163,8292300.523,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,110,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718131.6737,8292295.6902,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,3,115,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718104.5736,8292295.9909,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,165,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718112.9278,8292300.513,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,115,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718125.0539,8292307.386,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,140,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718147.0633,8292319.5731,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,130,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718189.5054,8292344.5913,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,110,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718213.7853,8292358.3746,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,130,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718224.6245,8292364.5098,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,125,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718254.7627,8292381.7783,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,150,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718265.8663,8292388.0723,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,140,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718274.9078,8292393.3613,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,110,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718306.315,8292411.0635,"Quartier Saint-Martin - Oëstres","Rue de Paris",8,3,100,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718347.1074,8292434.2717,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,135,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718358.9511,8292441.3456,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,135,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718369.4793,8292446.9961,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,150,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718380.1008,8292453.279,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,3,130,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718395.5928,8292462.4025,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,3,170,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718408.5878,8292469.3682,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,3,160,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718420.0471,8292476.5307,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,3,155,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,0,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718490.7131,8292518.8423,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,3,190,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718504.427,8292527.8663,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,4,115,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718516.9672,8292536.1226,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,140,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718529.1971,8292544.6593,"Quartier Saint-Martin - Oëstres","Rue de Paris",11,3,170,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718541.8657,8292553.5599,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,5,140,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718569.3199,8292572.9486,"Quartier Saint-Martin - Oëstres","Rue de Paris",11,3,150,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718580.0691,8292580.5399,"Quartier Saint-Martin - Oëstres","Rue de Paris",11,3,150,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718594.1357,8292590.474,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,5,145,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718607.7335,8292600.1,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,5,125,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718619.5627,8292608.5012,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,3,160,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILTOM","VILLE","Feuillu",FALSE,"Orthophoto"
1718632.7443,8292617.8629,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,4,120,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,4,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718646.6591,8292627.7453,"Quartier Saint-Martin - Oëstres","Rue de Paris",9,2,110,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718657.4026,8292635.3755,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,120,"EN PLACE","adulte","réduit relâché","gazon","Alignement","Non","RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718672.5825,8292646.1565,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,4,145,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718684.0791,8292654.3214,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,3,185,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718697.656,8292663.9639,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,3,180,"Essouché","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,1,2012-11-01,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718709.3431,8292672.2643,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,145,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718722.7557,8292681.7865,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,165,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718747.438,8292699.9302,"Quartier Saint-Martin - Oëstres","Rue de Paris",11,3,105,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718758.96,8292708.3379,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,4,150,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718769.6237,8292715.9058,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,5,145,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718784.079,8292726.4269,"Quartier Saint-Martin - Oëstres","Rue de Paris",11,3,160,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718799.1112,8292736.8366,"Quartier Saint-Martin - Oëstres","Rue de Paris",11,3,105,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718825.2515,8292755.4196,"Quartier Saint-Martin - Oëstres","Rue de Paris",11,3,165,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718837.7779,8292764.3247,"Quartier Saint-Martin - Oëstres","Rue de Paris",11,4,150,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718863.0107,8292782.2626,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,120,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
1718875.9696,8292791.4752,"Quartier Saint-Martin - Oëstres","Rue de Paris",10,2,130,"EN PLACE","adulte","réduit relâché","Revetement non permeable","Alignement",NA,"RAS",NA,50,10,2,NA,"TILCOR","VILLE","Feuillu",FALSE,"Orthophoto"
